t,EnsembleEAnnealingUpdateAll,eAnnealing,Naive3,eGreedy0.1,EnsembleEAnnealing,EnsembleSoftmax,Softmax0.1,Random,EXP30.5,UCB1,EnsembleRandom,
201400,,0.0000005956,0.0000007896,0.0000006706,0.0000044067,0.0001460201,0.0000638813,0.0000002112,0.0000006799,0.0000000000,0.0000048418,
201500,,0.0000006004,0.0000007916,0.0000006644,0.0000043866,0.0001460983,0.0000638251,0.0000002116,0.0000006782,0.0000000000,0.0000048771,
201600,,0.0000005984,0.0000007926,0.0000006554,0.0000043799,0.0001462155,0.0000637528,0.0000002098,0.0000006783,0.0000000000,0.0000048742,
201700,,0.0000005929,0.0000007810,0.0000006487,0.0000043885,0.0001462465,0.0000637378,0.0000002105,0.0000006747,0.0000000000,0.0000048841,
201800,,0.0000006002,0.0000007842,0.0000006447,0.0000043737,0.0001463246,0.0000636679,0.0000002094,0.0000006751,0.0000000000,0.0000048658,
201900,,0.0000005967,0.0000007871,0.0000006475,0.0000043701,0.0001463778,0.0000636291,0.0000002095,0.0000006762,0.0000000000,0.0000048725,
202000,,0.0000005957,0.0000007857,0.0000006505,0.0000043585,0.0001463950,0.0000635462,0.0000002093,0.0000006764,0.0000000000,0.0000048769,
202100,,0.0000005992,0.0000007769,0.0000006565,0.0000043491,0.0001465550,0.0000635014,0.0000002090,0.0000006756,0.0000000000,0.0000048585,
202200,,0.0000005971,0.0000007810,0.0000006607,0.0000043462,0.0001466330,0.0000634503,0.0000002086,0.0000006740,0.0000000000,0.0000048581,
202300,,0.0000005991,0.0000007859,0.0000006638,0.0000043644,0.0001466978,0.0000634053,0.0000002092,0.0000006714,0.0000000000,0.0000048763,
202400,,0.0000006015,0.0000007815,0.0000006664,0.0000043775,0.0001469040,0.0000633647,0.0000002080,0.0000006671,0.0000000000,0.0000048783,
202500,,0.0000005998,0.0000007751,0.0000006699,0.0000043781,0.0001470762,0.0000633259,0.0000002078,0.0000006643,0.0000000000,0.0000048817,
202600,,0.0000006026,0.0000007703,0.0000006679,0.0000043716,0.0001472094,0.0000632949,0.0000002094,0.0000006638,0.0000000000,0.0000048872,
202700,,0.0000006006,0.0000007684,0.0000006634,0.0000043575,0.0001473746,0.0000632617,0.0000002095,0.0000006624,0.0000000000,0.0000048704,
202800,,0.0000006036,0.0000007604,0.0000006637,0.0000043523,0.0001474865,0.0000632491,0.0000002097,0.0000006604,0.0000000000,0.0000048334,
202900,,0.0000006034,0.0000007705,0.0000006592,0.0000043549,0.0001476278,0.0000632039,0.0000002102,0.0000006580,0.0000000000,0.0000048198,
203000,,0.0000006061,0.0000007705,0.0000006516,0.0000043719,0.0001477227,0.0000631887,0.0000002094,0.0000006571,0.0000000000,0.0000047999,
203100,,0.0000006018,0.0000007741,0.0000006574,0.0000043942,0.0001478313,0.0000631425,0.0000002074,0.0000006528,0.0000000000,0.0000047802,
203200,,0.0000005992,0.0000007586,0.0000006571,0.0000043972,0.0001480435,0.0000631000,0.0000002074,0.0000006523,0.0000000000,0.0000047726,
203300,,0.0000005975,0.0000007572,0.0000006589,0.0000044068,0.0001481860,0.0000630550,0.0000002061,0.0000006524,0.0000000000,0.0000047462,
203400,,0.0000005976,0.0000007460,0.0000006525,0.0000044052,0.0001483132,0.0000630236,0.0000002045,0.0000006478,0.0000000000,0.0000047502,
203500,,0.0000005984,0.0000007480,0.0000006620,0.0000043978,0.0001484516,0.0000630081,0.0000002033,0.0000006451,0.0000000000,0.0000047416,
203600,,0.0000005889,0.0000007463,0.0000006645,0.0000043784,0.0001485784,0.0000629908,0.0000002029,0.0000006443,0.0000000000,0.0000047101,
203700,,0.0000005850,0.0000007408,0.0000006653,0.0000043455,0.0001487067,0.0000629763,0.0000002022,0.0000006433,0.0000000000,0.0000047274,
203800,,0.0000005811,0.0000007357,0.0000006744,0.0000043445,0.0001488840,0.0000629525,0.0000002012,0.0000006432,0.0000000000,0.0000047252,
203900,,0.0000005822,0.0000007311,0.0000006747,0.0000043249,0.0001489372,0.0000628736,0.0000002003,0.0000006427,0.0000000000,0.0000047201,
204000,,0.0000005783,0.0000007276,0.0000006714,0.0000043102,0.0001490518,0.0000628542,0.0000002016,0.0000006399,0.0000000000,0.0000047217,
204100,,0.0000005767,0.0000007224,0.0000006647,0.0000043013,0.0001491359,0.0000628450,0.0000002011,0.0000006385,0.0000000000,0.0000047044,
204200,,0.0000005730,0.0000007217,0.0000006657,0.0000042783,0.0001491457,0.0000627870,0.0000002012,0.0000006390,0.0000000000,0.0000047026,
204300,,0.0000005706,0.0000007208,0.0000006668,0.0000042776,0.0001492631,0.0000627198,0.0000002011,0.0000006372,0.0000000000,0.0000046847,
204400,,0.0000005694,0.0000007169,0.0000006670,0.0000042936,0.0001492733,0.0000626694,0.0000002005,0.0000006337,0.0000000000,0.0000046733,
204500,,0.0000005663,0.0000007132,0.0000006653,0.0000043086,0.0001493560,0.0000626329,0.0000002001,0.0000006320,0.0000000000,0.0000046564,
204600,,0.0000005655,0.0000007159,0.0000006570,0.0000043198,0.0001493479,0.0000625953,0.0000001998,0.0000006347,0.0000000000,0.0000046515,
204700,,0.0000005643,0.0000007161,0.0000006554,0.0000043316,0.0001493973,0.0000625490,0.0000001993,0.0000006354,0.0000000000,0.0000046422,
204800,,0.0000005631,0.0000007185,0.0000006513,0.0000043309,0.0001494446,0.0000625137,0.0000001983,0.0000006340,0.0000000000,0.0000046467,
204900,,0.0000005647,0.0000007145,0.0000006515,0.0000043212,0.0001495396,0.0000625100,0.0000001979,0.0000006311,0.0000000000,0.0000046402,
205000,,0.0000005649,0.0000007066,0.0000006467,0.0000043219,0.0001495275,0.0000624616,0.0000001977,0.0000006301,0.0000000000,0.0000046395,
205100,,0.0000005649,0.0000007113,0.0000006388,0.0000043226,0.0001495781,0.0000623943,0.0000001972,0.0000006306,0.0000000000,0.0000046508,
205200,,0.0000005660,0.0000007084,0.0000006368,0.0000042991,0.0001497209,0.0000623022,0.0000001978,0.0000006283,0.0000000000,0.0000046414,
205300,,0.0000005683,0.0000007035,0.0000006352,0.0000042916,0.0001498189,0.0000622536,0.0000001964,0.0000006249,0.0000000000,0.0000046316,
205400,,0.0000005689,0.0000007102,0.0000006410,0.0000042705,0.0001498592,0.0000622111,0.0000001964,0.0000006272,0.0000000000,0.0000046020,
205500,,0.0000005652,0.0000007090,0.0000006382,0.0000042437,0.0001498769,0.0000621529,0.0000001981,0.0000006299,0.0000000000,0.0000045993,
205600,,0.0000005637,0.0000006961,0.0000006368,0.0000042080,0.0001499986,0.0000621338,0.0000001987,0.0000006309,0.0000000000,0.0000045886,
205700,,0.0000005644,0.0000006879,0.0000006396,0.0000042030,0.0001500323,0.0000621513,0.0000001983,0.0000006312,0.0000000000,0.0000045839,
205800,,0.0000005598,0.0000006817,0.0000006383,0.0000042031,0.0001501340,0.0000621153,0.0000001984,0.0000006313,0.0000000000,0.0000045788,
205900,,0.0000005631,0.0000006765,0.0000006400,0.0000041992,0.0001501769,0.0000620688,0.0000002005,0.0000006286,0.0000000000,0.0000045741,
206000,,0.0000005604,0.0000006714,0.0000006391,0.0000042208,0.0001501725,0.0000620445,0.0000002017,0.0000006262,0.0000000000,0.0000045877,
206100,,0.0000005566,0.0000006682,0.0000006408,0.0000042181,0.0001503327,0.0000620333,0.0000002009,0.0000006257,0.0000000000,0.0000045541,
206200,,0.0000005554,0.0000006706,0.0000006442,0.0000042017,0.0001502952,0.0000619818,0.0000002002,0.0000006219,0.0000000000,0.0000045457,
206300,,0.0000005518,0.0000006636,0.0000006415,0.0000042091,0.0001502769,0.0000619591,0.0000001999,0.0000006217,0.0000000000,0.0000045263,
206400,,0.0000005519,0.0000006644,0.0000006400,0.0000042049,0.0001502563,0.0000619047,0.0000002000,0.0000006180,0.0000000000,0.0000045365,
206500,,0.0000005464,0.0000006625,0.0000006323,0.0000042018,0.0001503798,0.0000618746,0.0000002018,0.0000006148,0.0000000000,0.0000045287,
206600,,0.0000005442,0.0000006593,0.0000006316,0.0000041938,0.0001504824,0.0000618411,0.0000002016,0.0000006157,0.0000000000,0.0000045310,
206700,,0.0000005402,0.0000006549,0.0000006331,0.0000041866,0.0001505076,0.0000617867,0.0000002021,0.0000006146,0.0000000000,0.0000045325,
206800,,0.0000005393,0.0000006595,0.0000006322,0.0000041832,0.0001506209,0.0000617548,0.0000002002,0.0000006119,0.0000000000,0.0000045305,
206900,,0.0000005419,0.0000006665,0.0000006312,0.0000041608,0.0001506427,0.0000617113,0.0000002005,0.0000006098,0.0000000000,0.0000045159,
207000,,0.0000005383,0.0000006679,0.0000006332,0.0000041658,0.0001507151,0.0000616532,0.0000002010,0.0000006108,0.0000000000,0.0000045308,
207100,,0.0000005415,0.0000006706,0.0000006309,0.0000041661,0.0001507396,0.0000616158,0.0000002020,0.0000006081,0.0000000000,0.0000045163,
207200,,0.0000005388,0.0000006712,0.0000006238,0.0000041589,0.0001508619,0.0000615734,0.0000002033,0.0000006046,0.0000000000,0.0000045158,
207300,,0.0000005381,0.0000006721,0.0000006268,0.0000041566,0.0001508376,0.0000615327,0.0000002030,0.0000006018,0.0000000000,0.0000045080,
207400,,0.0000005379,0.0000006689,0.0000006321,0.0000041545,0.0001507701,0.0000615167,0.0000002014,0.0000005982,0.0000000000,0.0000045096,
207500,,0.0000005408,0.0000006644,0.0000006325,0.0000041494,0.0001508111,0.0000614804,0.0000002008,0.0000005974,0.0000000000,0.0000045098,
207600,,0.0000005392,0.0000006655,0.0000006330,0.0000041370,0.0001509267,0.0000614368,0.0000002003,0.0000005972,0.0000000000,0.0000045117,
207700,,0.0000005356,0.0000006669,0.0000006328,0.0000041341,0.0001508169,0.0000614099,0.0000002010,0.0000005940,0.0000000000,0.0000044923,
207800,,0.0000005333,0.0000006685,0.0000006306,0.0000041299,0.0001508685,0.0000613754,0.0000001995,0.0000005923,0.0000000000,0.0000044824,
207900,,0.0000005322,0.0000006611,0.0000006277,0.0000041397,0.0001509429,0.0000612980,0.0000002009,0.0000005918,0.0000000000,0.0000044699,
208000,,0.0000005309,0.0000006643,0.0000006309,0.0000041193,0.0001510145,0.0000612574,0.0000002010,0.0000005928,0.0000000000,0.0000044615,
208100,,0.0000005335,0.0000006596,0.0000006291,0.0000041262,0.0001510363,0.0000612594,0.0000002009,0.0000005946,0.0000000000,0.0000044649,
208200,,0.0000005323,0.0000006528,0.0000006243,0.0000041232,0.0001511024,0.0000612057,0.0000001989,0.0000005932,0.0000000000,0.0000044535,
208300,,0.0000005311,0.0000006462,0.0000006282,0.0000041311,0.0001510757,0.0000611506,0.0000001977,0.0000005892,0.0000000000,0.0000044518,
208400,,0.0000005323,0.0000006477,0.0000006253,0.0000041264,0.0001510806,0.0000611212,0.0000001980,0.0000005893,0.0000000000,0.0000044446,
208500,,0.0000005318,0.0000006491,0.0000006283,0.0000041353,0.0001511332,0.0000610609,0.0000001985,0.0000005913,0.0000000000,0.0000044303,
208600,,0.0000005276,0.0000006488,0.0000006237,0.0000041443,0.0001511259,0.0000610275,0.0000001979,0.0000005888,0.0000000000,0.0000044376,
208700,,0.0000005267,0.0000006473,0.0000006205,0.0000041323,0.0001510824,0.0000609887,0.0000001981,0.0000005869,0.0000000000,0.0000044284,
208800,,0.0000005255,0.0000006524,0.0000006209,0.0000041227,0.0001511599,0.0000609357,0.0000001977,0.0000005877,0.0000000000,0.0000044108,
208900,,0.0000005290,0.0000006475,0.0000006205,0.0000041271,0.0001511556,0.0000609006,0.0000001965,0.0000005871,0.0000000000,0.0000043970,
209000,,0.0000005272,0.0000006458,0.0000006231,0.0000041265,0.0001512328,0.0000608964,0.0000001961,0.0000005865,0.0000000000,0.0000043953,
209100,,0.0000005276,0.0000006487,0.0000006226,0.0000041179,0.0001512998,0.0000608929,0.0000001984,0.0000005880,0.0000000000,0.0000043885,
209200,,0.0000005275,0.0000006407,0.0000006200,0.0000041108,0.0001513096,0.0000608581,0.0000001988,0.0000005917,0.0000000000,0.0000043787,
209300,,0.0000005276,0.0000006464,0.0000006174,0.0000041067,0.0001513854,0.0000608173,0.0000001961,0.0000005919,0.0000000000,0.0000043656,
209400,,0.0000005303,0.0000006436,0.0000006170,0.0000041045,0.0001514810,0.0000607923,0.0000001967,0.0000005934,0.0000000000,0.0000043603,
209500,,0.0000005287,0.0000006408,0.0000006166,0.0000041009,0.0001514958,0.0000607626,0.0000001972,0.0000005930,0.0000000000,0.0000043536,
209600,,0.0000005273,0.0000006366,0.0000006190,0.0000040883,0.0001515277,0.0000607103,0.0000001977,0.0000005924,0.0000000000,0.0000043499,
209700,,0.0000005235,0.0000006391,0.0000006164,0.0000040815,0.0001515663,0.0000606928,0.0000001989,0.0000005908,0.0000000000,0.0000043497,
209800,,0.0000005252,0.0000006492,0.0000006179,0.0000040806,0.0001516357,0.0000606740,0.0000001989,0.0000005908,0.0000000000,0.0000043316,
209900,,0.0000005274,0.0000006433,0.0000006182,0.0000040897,0.0001516661,0.0000606585,0.0000001976,0.0000005892,0.0000000000,0.0000043415,
210000,,0.0000005262,0.0000006377,0.0000006161,0.0000040986,0.0001515827,0.0000606002,0.0000001956,0.0000005905,0.0000000000,0.0000043241,
210100,,0.0000005247,0.0000006329,0.0000006150,0.0000040905,0.0001516221,0.0000605749,0.0000001948,0.0000005912,0.0000000000,0.0000043178,
210200,,0.0000005226,0.0000006284,0.0000006204,0.0000040902,0.0001516616,0.0000604920,0.0000001966,0.0000005918,0.0000000000,0.0000042936,
210300,,0.0000005208,0.0000006291,0.0000006200,0.0000040774,0.0001516049,0.0000604397,0.0000001975,0.0000005905,0.0000000000,0.0000042912,
210400,,0.0000005215,0.0000006275,0.0000006158,0.0000040627,0.0001517316,0.0000604049,0.0000001969,0.0000005901,0.0000000000,0.0000042876,
210500,,0.0000005205,0.0000006269,0.0000006189,0.0000040660,0.0001516914,0.0000603519,0.0000001974,0.0000005870,0.0000000000,0.0000042692,
210600,,0.0000005193,0.0000006272,0.0000006194,0.0000040589,0.0001517260,0.0000603511,0.0000001958,0.0000005864,0.0000000000,0.0000042777,
210700,,0.0000005190,0.0000006266,0.0000006183,0.0000040570,0.0001516897,0.0000603065,0.0000001956,0.0000005850,0.0000000000,0.0000042763,
210800,,0.0000005192,0.0000006231,0.0000006197,0.0000040419,0.0001517047,0.0000603051,0.0000001949,0.0000005869,0.0000000000,0.0000042597,
210900,,0.0000005233,0.0000006155,0.0000006206,0.0000040469,0.0001516661,0.0000602559,0.0000001950,0.0000005847,0.0000000000,0.0000042489,
211000,,0.0000005199,0.0000006138,0.0000006195,0.0000040454,0.0001516969,0.0000602148,0.0000001925,0.0000005845,0.0000000000,0.0000042293,
211100,,0.0000005208,0.0000006169,0.0000006170,0.0000040559,0.0001517259,0.0000602307,0.0000001934,0.0000005869,0.0000000000,0.0000042132,
211200,,0.0000005185,0.0000006194,0.0000006128,0.0000040613,0.0001517556,0.0000601958,0.0000001927,0.0000005818,0.0000000000,0.0000042011,
211300,,0.0000005174,0.0000006259,0.0000006064,0.0000040647,0.0001517082,0.0000601342,0.0000001936,0.0000005800,0.0000000000,0.0000041919,
211400,,0.0000005195,0.0000006301,0.0000006058,0.0000040624,0.0001517332,0.0000600971,0.0000001931,0.0000005801,0.0000000000,0.0000041891,
211500,,0.0000005186,0.0000006248,0.0000006062,0.0000040840,0.0001517045,0.0000600835,0.0000001933,0.0000005845,0.0000000000,0.0000041831,
211600,,0.0000005151,0.0000006218,0.0000006039,0.0000040792,0.0001516822,0.0000600338,0.0000001931,0.0000005852,0.0000000000,0.0000041817,
211700,,0.0000005176,0.0000006147,0.0000006008,0.0000040662,0.0001517681,0.0000599999,0.0000001931,0.0000005856,0.0000000000,0.0000041745,
211800,,0.0000005192,0.0000006095,0.0000006008,0.0000040553,0.0001517415,0.0000599555,0.0000001925,0.0000005891,0.0000000000,0.0000041726,
211900,,0.0000005170,0.0000006131,0.0000006009,0.0000040352,0.0001517628,0.0000598863,0.0000001923,0.0000005887,0.0000000000,0.0000041560,
212000,,0.0000005194,0.0000006116,0.0000005995,0.0000040157,0.0001517899,0.0000598179,0.0000001912,0.0000005884,0.0000000000,0.0000041380,
212100,,0.0000005189,0.0000006060,0.0000006006,0.0000039951,0.0001517026,0.0000597788,0.0000001900,0.0000005899,0.0000000000,0.0000041207,
212200,,0.0000005166,0.0000005999,0.0000006017,0.0000039793,0.0001516368,0.0000597253,0.0000001885,0.0000005913,0.0000000000,0.0000041129,
212300,,0.0000005178,0.0000005929,0.0000006030,0.0000039687,0.0001515506,0.0000596605,0.0000001879,0.0000005876,0.0000000000,0.0000040976,
212400,,0.0000005183,0.0000005859,0.0000005995,0.0000039638,0.0001514873,0.0000596171,0.0000001892,0.0000005873,0.0000000000,0.0000040904,
212500,,0.0000005132,0.0000005816,0.0000006011,0.0000039450,0.0001513913,0.0000595838,0.0000001921,0.0000005866,0.0000000000,0.0000040755,
212600,,0.0000005141,0.0000005824,0.0000005987,0.0000039214,0.0001513162,0.0000595740,0.0000001917,0.0000005886,0.0000000000,0.0000040649,
212700,,0.0000005113,0.0000005799,0.0000005997,0.0000039226,0.0001512059,0.0000595538,0.0000001920,0.0000005895,0.0000000000,0.0000040501,
212800,,0.0000005091,0.0000005801,0.0000005977,0.0000038980,0.0001512068,0.0000594930,0.0000001926,0.0000005904,0.0000000000,0.0000040501,
212900,,0.0000005038,0.0000005776,0.0000005991,0.0000038693,0.0001510836,0.0000594413,0.0000001937,0.0000005908,0.0000000000,0.0000040380,
213000,,0.0000005043,0.0000005748,0.0000005998,0.0000038627,0.0001509345,0.0000593663,0.0000001934,0.0000005921,0.0000000000,0.0000040178,
213100,,0.0000005048,0.0000005709,0.0000005974,0.0000038387,0.0001508213,0.0000593299,0.0000001942,0.0000005920,0.0000000000,0.0000040104,
213200,,0.0000005021,0.0000005703,0.0000005960,0.0000038388,0.0001507429,0.0000592813,0.0000001913,0.0000005894,0.0000000000,0.0000039978,
213300,,0.0000005001,0.0000005750,0.0000005937,0.0000038322,0.0001505916,0.0000592277,0.0000001920,0.0000005904,0.0000000000,0.0000040016,
213400,,0.0000005017,0.0000005743,0.0000005913,0.0000038343,0.0001505203,0.0000591594,0.0000001926,0.0000005917,0.0000000000,0.0000040108,
213500,,0.0000005012,0.0000005762,0.0000005901,0.0000038255,0.0001504553,0.0000590970,0.0000001938,0.0000005905,0.0000000000,0.0000039951,
213600,,0.0000005011,0.0000005748,0.0000005909,0.0000038138,0.0001504541,0.0000590169,0.0000001954,0.0000005893,0.0000000000,0.0000039841,
213700,,0.0000005031,0.0000005761,0.0000005900,0.0000037871,0.0001503755,0.0000589643,0.0000001945,0.0000005920,0.0000000000,0.0000039672,
213800,,0.0000004993,0.0000005717,0.0000005886,0.0000037913,0.0001503319,0.0000589559,0.0000001948,0.0000005911,0.0000000000,0.0000039435,
213900,,0.0000005021,0.0000005713,0.0000005873,0.0000037929,0.0001502644,0.0000589084,0.0000001964,0.0000005941,0.0000000000,0.0000039477,
214000,,0.0000005001,0.0000005733,0.0000005907,0.0000037861,0.0001501365,0.0000588993,0.0000001973,0.0000005945,0.0000000000,0.0000039403,
214100,,0.0000004979,0.0000005701,0.0000005877,0.0000037786,0.0001500172,0.0000588341,0.0000001981,0.0000005945,0.0000000000,0.0000039344,
214200,,0.0000004993,0.0000005665,0.0000005895,0.0000037735,0.0001498725,0.0000587702,0.0000001990,0.0000005956,0.0000000000,0.0000039162,
214300,,0.0000004947,0.0000005691,0.0000005874,0.0000037635,0.0001497931,0.0000586631,0.0000001999,0.0000005901,0.0000000000,0.0000039112,
214400,,0.0000005006,0.0000005613,0.0000005872,0.0000037614,0.0001497037,0.0000585563,0.0000001996,0.0000005901,0.0000000000,0.0000039119,
214500,,0.0000005021,0.0000005584,0.0000005905,0.0000037549,0.0001496192,0.0000584867,0.0000001996,0.0000005911,0.0000000000,0.0000039174,
214600,,0.0000005009,0.0000005569,0.0000005897,0.0000037531,0.0001494139,0.0000584332,0.0000002000,0.0000005933,0.0000000000,0.0000039013,
214700,,0.0000005036,0.0000005595,0.0000005918,0.0000037461,0.0001493608,0.0000583492,0.0000001992,0.0000005909,0.0000000000,0.0000039006,
214800,,0.0000005027,0.0000005625,0.0000005950,0.0000037558,0.0001493853,0.0000582420,0.0000002005,0.0000005893,0.0000000000,0.0000039030,
214900,,0.0000005009,0.0000005660,0.0000005933,0.0000037500,0.0001492869,0.0000581810,0.0000002000,0.0000005877,0.0000000000,0.0000039056,
215000,,0.0000004989,0.0000005652,0.0000005985,0.0000037314,0.0001491786,0.0000580984,0.0000001989,0.0000005842,0.0000000000,0.0000038952,
215100,,0.0000004977,0.0000005652,0.0000005970,0.0000037308,0.0001491225,0.0000580449,0.0000001996,0.0000005878,0.0000000000,0.0000038934,
215200,,0.0000004962,0.0000005568,0.0000006009,0.0000037169,0.0001489807,0.0000579426,0.0000001991,0.0000005937,0.0000000000,0.0000038873,
215300,,0.0000004970,0.0000005636,0.0000005992,0.0000037066,0.0001488823,0.0000578321,0.0000002006,0.0000005928,0.0000000000,0.0000038751,
215400,,0.0000004978,0.0000005612,0.0000005997,0.0000037062,0.0001487960,0.0000577653,0.0000001998,0.0000005906,0.0000000000,0.0000038595,
215500,,0.0000004985,0.0000005600,0.0000006013,0.0000036847,0.0001485795,0.0000576735,0.0000001995,0.0000005926,0.0000000000,0.0000038486,
215600,,0.0000004960,0.0000005595,0.0000006045,0.0000036850,0.0001484113,0.0000576137,0.0000002001,0.0000005936,0.0000000000,0.0000038345,
215700,,0.0000004936,0.0000005625,0.0000006022,0.0000036917,0.0001482377,0.0000575455,0.0000002011,0.0000005901,0.0000000000,0.0000038246,
215800,,0.0000004933,0.0000005615,0.0000005960,0.0000037068,0.0001481482,0.0000575031,0.0000001983,0.0000005913,0.0000000000,0.0000038188,
215900,,0.0000004898,0.0000005588,0.0000005944,0.0000036929,0.0001480113,0.0000574327,0.0000001985,0.0000005903,0.0000000000,0.0000038216,
216000,,0.0000004880,0.0000005567,0.0000005942,0.0000036965,0.0001478540,0.0000573392,0.0000001989,0.0000005895,0.0000000000,0.0000038234,
216100,,0.0000004855,0.0000005541,0.0000005964,0.0000037035,0.0001476725,0.0000572596,0.0000001991,0.0000005919,0.0000000000,0.0000038198,
216200,,0.0000004850,0.0000005538,0.0000005947,0.0000037088,0.0001475355,0.0000571952,0.0000002012,0.0000005909,0.0000000000,0.0000038057,
216300,,0.0000004862,0.0000005530,0.0000005922,0.0000037007,0.0001474252,0.0000571127,0.0000002003,0.0000005961,0.0000000000,0.0000038051,
216400,,0.0000004870,0.0000005555,0.0000005909,0.0000037014,0.0001473210,0.0000570214,0.0000002016,0.0000006014,0.0000000000,0.0000038072,
216500,,0.0000004847,0.0000005610,0.0000005895,0.0000037073,0.0001472560,0.0000569371,0.0000002034,0.0000005998,0.0000000000,0.0000037999,
216600,,0.0000004832,0.0000005648,0.0000005924,0.0000036995,0.0001469949,0.0000568301,0.0000002033,0.0000005979,0.0000000000,0.0000037950,
216700,,0.0000004843,0.0000005690,0.0000005932,0.0000036989,0.0001467585,0.0000567730,0.0000002051,0.0000005990,0.0000000000,0.0000037876,
216800,,0.0000004880,0.0000005700,0.0000005870,0.0000036914,0.0001466781,0.0000567020,0.0000002058,0.0000006009,0.0000000000,0.0000037806,
216900,,0.0000004861,0.0000005688,0.0000005887,0.0000037057,0.0001465780,0.0000566094,0.0000002061,0.0000006026,0.0000000000,0.0000037868,
217000,,0.0000004879,0.0000005665,0.0000005886,0.0000036879,0.0001464611,0.0000565621,0.0000002061,0.0000006035,0.0000000000,0.0000037806,
217100,,0.0000004844,0.0000005662,0.0000005873,0.0000036870,0.0001463302,0.0000564899,0.0000002054,0.0000006005,0.0000000000,0.0000037718,
217200,,0.0000004880,0.0000005645,0.0000005838,0.0000036979,0.0001462379,0.0000563899,0.0000002053,0.0000006064,0.0000000000,0.0000037553,
217300,,0.0000004881,0.0000005616,0.0000005808,0.0000036895,0.0001460483,0.0000563616,0.0000002056,0.0000006079,0.0000000000,0.0000037336,
217400,,0.0000004917,0.0000005636,0.0000005798,0.0000036866,0.0001460547,0.0000563064,0.0000002045,0.0000006130,0.0000000000,0.0000037420,
217500,,0.0000004939,0.0000005631,0.0000005780,0.0000036727,0.0001459143,0.0000562614,0.0000002038,0.0000006098,0.0000000000,0.0000037282,
217600,,0.0000005000,0.0000005685,0.0000005771,0.0000036575,0.0001457287,0.0000562200,0.0000002043,0.0000006035,0.0000000000,0.0000037173,
217700,,0.0000005052,0.0000005827,0.0000005814,0.0000036585,0.0001455553,0.0000561362,0.0000002042,0.0000006023,0.0000000000,0.0000037094,
217800,,0.0000005132,0.0000006083,0.0000005800,0.0000036428,0.0001454230,0.0000560944,0.0000002051,0.0000006009,0.0000000000,0.0000036921,
217900,,0.0000005259,0.0000006281,0.0000005753,0.0000036421,0.0001452676,0.0000560354,0.0000002030,0.0000005991,0.0000000000,0.0000036941,
218000,,0.0000005307,0.0000006497,0.0000005758,0.0000036347,0.0001450844,0.0000559567,0.0000002056,0.0000005983,0.0000000000,0.0000036838,
218100,,0.0000005410,0.0000006662,0.0000005727,0.0000036210,0.0001449326,0.0000559246,0.0000002051,0.0000005966,0.0000000000,0.0000036767,
218200,,0.0000005600,0.0000006792,0.0000005685,0.0000036100,0.0001447984,0.0000558861,0.0000002064,0.0000006004,0.0000000000,0.0000036690,
218300,,0.0000005813,0.0000007054,0.0000005715,0.0000036044,0.0001449853,0.0000558586,0.0000002071,0.0000005994,0.0000000000,0.0000036702,
218400,,0.0000006051,0.0000007393,0.0000005682,0.0000036073,0.0001450932,0.0000558307,0.0000002090,0.0000006008,0.0000000000,0.0000036639,
218500,,0.0000006176,0.0000007807,0.0000005695,0.0000036169,0.0001451513,0.0000557751,0.0000002090,0.0000006020,0.0000000000,0.0000036570,
218600,,0.0000006374,0.0000008193,0.0000005726,0.0000036196,0.0001452394,0.0000557253,0.0000002089,0.0000006051,0.0000000000,0.0000036518,
218700,,0.0000006622,0.0000008479,0.0000005695,0.0000036095,0.0001453115,0.0000556896,0.0000002080,0.0000006044,0.0000000000,0.0000036433,
218800,,0.0000006670,0.0000008765,0.0000005657,0.0000036224,0.0001456818,0.0000556433,0.0000002080,0.0000006053,0.0000000000,0.0000036388,
218900,,0.0000006768,0.0000008777,0.0000005660,0.0000036223,0.0001459837,0.0000556469,0.0000002076,0.0000006058,0.0000000000,0.0000036391,
219000,,0.0000006874,0.0000008645,0.0000005806,0.0000036043,0.0001463935,0.0000556023,0.0000002076,0.0000006075,0.0000000000,0.0000036299,
219100,,0.0000006979,0.0000008574,0.0000005950,0.0000035944,0.0001468357,0.0000555735,0.0000002075,0.0000006070,0.0000000000,0.0000036249,
219200,,0.0000007079,0.0000008561,0.0000006202,0.0000035774,0.0001471621,0.0000555092,0.0000002051,0.0000006036,0.0000000000,0.0000036035,
219300,,0.0000007147,0.0000008460,0.0000006428,0.0000035725,0.0001473395,0.0000554722,0.0000002050,0.0000006068,0.0000000000,0.0000035938,
219400,,0.0000007084,0.0000008224,0.0000006607,0.0000035669,0.0001475548,0.0000554346,0.0000002047,0.0000006101,0.0000000000,0.0000035939,
219500,,0.0000006988,0.0000008063,0.0000006769,0.0000035772,0.0001480300,0.0000553936,0.0000002054,0.0000006137,0.0000000000,0.0000035952,
219600,,0.0000006924,0.0000008051,0.0000006963,0.0000035705,0.0001484894,0.0000553654,0.0000002060,0.0000006143,0.0000000000,0.0000036028,
219700,,0.0000006805,0.0000007921,0.0000007154,0.0000035741,0.0001489958,0.0000553421,0.0000002069,0.0000006101,0.0000000000,0.0000035984,
219800,,0.0000006694,0.0000007670,0.0000007309,0.0000035718,0.0001494877,0.0000552811,0.0000002060,0.0000006092,0.0000000000,0.0000035806,
